0,18
10,5
20,2
30,0
40,1
50,1
60,4
70,0
80,6
90,10
100,15
110,5
120,2
130,2
140,0
150,3
160,4
170,15
180,13
190,6
200,3
210,2
220,2
230,1
240,2
250,6
260,5
270,5
280,16
290,6
300,2
310,4
320,2
330,3
340,11
350,12
