0,10
10,4
20,1
30,1
40,0
50,1
60,1
70,1
80,2
90,0
100,2
110,1
120,1
130,2
140,1
150,1
160,3
170,12
180,9
190,2
200,8
210,1
220,1
230,0
240,0
250,1
260,0
270,3
280,2
290,3
300,0
310,0
320,0
330,1
340,7
350,17
