0,30
10,15
20,10
30,7
40,2
50,1
60,4
70,8
80,13
90,31
100,19
110,23
120,10
130,9
140,13
150,13
160,16
170,26
180,27
190,15
200,9
210,11
220,7
230,5
240,2
250,5
260,8
270,37
280,21
290,25
300,6
310,5
320,8
330,7
340,15
350,38
