0,57
10,8
20,2
30,1
40,0
50,0
60,0
70,2
80,0
90,1
100,2
110,0
120,0
130,0
140,1
150,5
160,0
170,10
180,13
190,1
200,2
210,0
220,0
230,0
240,1
250,0
260,1
270,1
280,1
290,0
300,0
310,2
320,1
330,2
340,17
350,58
