0,16
10,1
20,4
30,2
40,4
50,1
60,1
70,1
80,4
90,5
100,1
110,1
120,0
130,8
140,1
150,1
160,7
170,6
180,10
190,7
200,3
210,6
220,2
230,0
240,2
250,1
260,6
270,5
280,3
290,0
300,0
310,1
320,7
330,5
340,6
350,22
