Fixation Duration (mean), Fixation Duration (variance), Fixation Duration (standard deviation), Fixation Rate (per second), Fixation Slope, Number of VSEditor Fixations, Number of VSExplorer Fixations, Number of VSOutput Fixations, NumberOfBriefFixations, NumberOfHoldFixations, DistractionUp, DistractionRight, DistractionDown, DistractionLeft, Area Containing Fixations (75%), Area Containing Fixations (50%), Area Containing Fixations (25%), Saccade Size (mean), Saccade Size (variance), Saccade Size (standard deviation), Follow Direction Count, Neighbouring Direction Count, Opposite Direction Count, Sector8 Right Count, Sector8 Up Count, Sector8 Left Count, Sector8 Down Count, Sector8 UpRight Count, Sector8 UpLeft, Sector8 DownLeft, Sector8 DownRight, Number of Strings, Number of Lines, Number of Comparisons, Number of Scans, Number of Returns, Number of Elsewheres, Activity
233.90625, 6817.14593551943, 82.5660095651923, 4.34090909090909, -0.0679986518958752, 0, 0, 0, 189, 2, 0, 0, 0, 0, 481194.078340335, 228851.451308523, 125566.71349583, 109.48832490076, 9472.8183238713, 97.3284045069645, 118, 45, 26, 29, 22, 38, 15, 15, 20, 32, 19, 55, 0, 13, 4, 7, 9, GAME
234.40306122449, 6783.10615913297, 82.3596148554191, 4.33333333333333, -0.0560377445589817, 0, 0, 0, 193, 2, 0, 0, 0, 0, 499044.882220309, 228851.451308523, 118361.021210672, 110.198509566361, 9400.5167146882, 96.9562618642458, 120, 46, 27, 31, 22, 38, 15, 15, 21, 32, 20, 56, 0, 13, 4, 7, 10, GAME
236.51256281407, 7009.40614264472, 83.7221962363908, 4.21276595744681, -0.046564215230846, 0, 0, 0, 196, 2, 0, 0, 0, 0, 499044.882220309, 228851.451308523, 122999.800015781, 110.792218432378, 9447.5631934347, 97.1985760874854, 120, 48, 28, 31, 22, 39, 15, 15, 23, 32, 20, 57, 0, 13, 4, 7, 10, GAME
235.896551724138, 6954.239618738, 83.3920836694827, 4.29787234042553, -0.0445133188627895, 0, 0, 0, 200, 2, 0, 0, 0, 0, 480208.385283463, 219757.766617576, 107713.573656045, 110.294510137616, 9347.98302526198, 96.6849679384649, 122, 49, 29, 31, 22, 40, 15, 15, 25, 32, 21, 61, 0, 13, 4, 7, 10, GAME
239.961722488038, 7958.03493125233, 89.2078187786941, 4.16, -0.0734524290901079, 0, 0, 0, 204, 4, 0, 0, 0, 0, 485628.188701177, 241677.359354837, 119471.947707664, 110.393988173385, 9247.04867676426, 96.1615758854037, 126, 51, 29, 31, 23, 42, 16, 15, 26, 33, 21, 61, 0, 13, 4, 7, 10, GAME
240.231132075472, 7854.02459941323, 88.6229349514742, 4.22, -0.0836738142152062, 0, 0, 0, 207, 4, 0, 0, 0, 0, 482977.51598427, 241677.359354837, 116591.674111607, 109.62524473456, 9159.50072269883, 95.7052805371722, 128, 52, 29, 31, 25, 42, 16, 16, 26, 33, 21, 63, 0, 13, 4, 7, 10, GAME
240.819444444444, 8047.09445772659, 89.7055988092526, 4.13461538461539, -0.0902981736896442, 0, 0, 0, 211, 4, 0, 0, 0, 0, 466619.342442251, 248641.443219038, 116591.674111607, 109.357108454677, 9111.0293872867, 95.451712332921, 129, 53, 31, 32, 26, 42, 16, 17, 26, 34, 21, 65, 0, 13, 4, 7, 10, GAME
240.227272727273, 7950.27514557413, 89.1643154270481, 4.21153846153846, -0.087120405055085, 0, 0, 0, 215, 4, 0, 0, 0, 0, 466619.342442251, 238990.129273141, 114604.340931959, 108.566224806044, 9023.24263983003, 94.9907502856464, 133, 53, 31, 33, 27, 42, 16, 17, 28, 34, 21, 65, 0, 13, 4, 7, 10, GAME
243.873913043478, 8629.531333793, 92.8952707827099, 4.08928571428571, -0.08413665043669, 0, 0, 0, 224, 5, 0, 0, 0, 0, 461411.685296763, 207956.346146634, 106625.828954741, 108.961538247094, 8868.31176819628, 94.1717142681192, 139, 54, 34, 37, 28, 45, 16, 17, 28, 36, 21, 71, 0, 13, 4, 7, 10, GAME
244.030042918455, 8528.45646738319, 92.3496424864937, 4.14285714285714, -0.0738204542664476, 0, 0, 0, 227, 5, 0, 0, 0, 0, 461411.685296763, 216689.12653902, 99058.6668705158, 111.177959010786, 10246.8444422631, 101.22669826811, 139, 56, 35, 38, 28, 46, 16, 17, 28, 36, 22, 72, 0, 13, 4, 7, 10, GAME
244.451476793249, 8460.56579516769, 91.9813339497079, 4.14035087719298, -0.0730900850983002, 0, 0, 0, 231, 5, 0, 0, 0, 0, 461411.685296763, 206706.542581173, 95455.8489899375, 113.785938371363, 12214.7299433517, 110.520269377846, 143, 56, 35, 39, 29, 47, 17, 17, 28, 36, 22, 72, 0, 13, 4, 8, 12, GAME
244.495867768595, 8395.45093360996, 91.6266933464804, 4.08474576271186, -0.0712215300540022, 0, 0, 0, 236, 5, 0, 0, 0, 0, 450519.743934665, 216689.12653902, 105258.370420694, 114.583040275606, 12303.5256948843, 110.921258985301, 146, 58, 35, 39, 30, 47, 19, 17, 29, 37, 22, 72, 0, 13, 4, 8, 12, GAME
246.270491803279, 8355.33639424549, 91.4075291988876, 4.05, -0.0739910949676644, 0, 0, 0, 238, 5, 0, 0, 0, 0, 482977.51598427, 217763.339331552, 101367.911906272, 123.75119317544, 20693.507098746, 143.852379538004, 146, 60, 35, 38, 29, 50, 17, 19, 29, 38, 22, 72, 0, 13, 4, 9, 15, GAME
