Fixation Duration (mean), Fixation Duration (variance), Fixation Duration (standard deviation), Fixation Rate (per second), Fixation Slope, Number of VSEditor Fixations, Number of VSExplorer Fixations, Number of VSOutput Fixations, Number of Short Saccades, Number of Medium Saccades, Number of Long Saccades, Follow Direction Count, Neighbouring Direction Count, Opposite Direction Count, Sector4 Right Count, Sector4 Up Count, Sector4 Left Count, Sector4 Down Count
456.704545454545, 38375.355607751, 195.896287886604, 2.18333333333333, -0.0575262626899672, 0, 0, 0, 111, 9, 10, 75, 4, 50, 99, 2, 28, 1, READ
467.093023255814, 36832.7755290354, 191.918669047687, 2.13333333333333, -0.0526007854760926, 0, 0, 0, 111, 8, 8, 75, 0, 51, 100, 0, 27, 0, READ
465.627906976744, 36317.2359744094, 190.570816166614, 2.13333333333333, -0.0856521741302393, 0, 0, 0, 114, 7, 6, 83, 0, 43, 100, 0, 27, 0, READ
443.099236641221, 47543.2441264162, 218.044133437284, 2.24137931034483, -0.155877777533883, 0, 0, 0, 112, 10, 7, 78, 4, 46, 99, 1, 27, 2, READ
472.4921875, 108838.390951131, 329.906639749992, 2.11666666666667, 0.207000864991606, 0, 0, 0, 86, 28, 12, 44, 29, 52, 71, 10, 33, 12, SEARCH
432.453237410072, 48784.9303395747, 220.873109136388, 2.3, 0.245144646181342, 0, 0, 0, 96, 32, 9, 41, 30, 65, 78, 10, 37, 12, SEARCH
442.382352941176, 74273.106909895, 272.530928354737, 2.25, 0.634574369919097, 0, 0, 0, 88, 31, 15, 28, 46, 59, 64, 14, 40, 16, SEARCH
473.448818897638, 85346.2290793651, 292.140769286598, 2.1, 0.562108018001659, 0, 0, 0, 78, 34, 13, 32, 38, 54, 59, 15, 38, 13, SEARCH
458.175572519084, 68583.4054263566, 261.884335969826, 2.16666666666667, 0.432706490650739, 0, 0, 0, 79, 33, 17, 33, 31, 64, 59, 15, 40, 15, SEARCH
457.075187969925, 89458.1130580616, 299.095491537505, 2.2, 0.421939706485702, 0, 0, 0, 86, 29, 16, 35, 28, 67, 62, 13, 40, 16, SEARCH
455.325757575758, 101255.267997651, 318.20632928597, 2.18333333333333, 0.390874984968891, 0, 0, 0, 84, 31, 15, 37, 34, 58, 66, 12, 39, 13, SEARCH
440.251798561151, 133789.781286364, 365.772854769684, 2.26229508196721, 0.545961920022324, 0, 0, 0, 90, 29, 18, 35, 39, 62, 65, 12, 48, 12, SEARCH
423.336283185841, 130247.166586229, 360.897723165759, 2.38297872340426, 0.568638141913015, 0, 0, 0, 80, 19, 12, 25, 27, 58, 47, 11, 40, 13, SEARCH
896.955223880597, 753399.297902098, 867.985770564298, 1.1, -0.0604151496550197, 0, 0, 0, 24, 33, 8, 16, 18, 30, 26, 8, 27, 4, WATCH
806.453333333333, 485133.217326916, 696.515051759053, 1.23333333333333, -0.050742180277262, 0, 0, 0, 29, 37, 7, 13, 27, 32, 27, 11, 25, 10, WATCH
565.607476635514, 151239.196765499, 388.894840240262, 1.76666666666667, 0.087280162832127, 0, 0, 0, 55, 47, 3, 11, 51, 42, 32, 15, 36, 22, WATCH
542.702702702703, 162156.673894912, 402.686818625731, 1.83333333333333, 0.0188724669647309, 0, 0, 0, 54, 52, 3, 14, 49, 45, 36, 13, 40, 20, WATCH
670.351648351648, 277647.330337079, 526.922508854081, 1.47540983606557, -0.0613574794832557, 0, 0, 0, 30, 56, 3, 17, 31, 40, 31, 12, 32, 14, WATCH
619.731958762887, 262581.522368421, 512.427089807341, 1.6, -0.0459382583675574, 0, 0, 0, 36, 55, 4, 18, 31, 45, 36, 7, 36, 16, WATCH
537.303571428571, 253129.033579034, 503.119303524555, 1.85, 0.0362126746982817, 0, 0, 0, 49, 51, 10, 27, 34, 48, 40, 11, 43, 16, WATCH
524.316239316239, 240683.025112444, 490.594562864738, 1.9016393442623, 0.139311091027746, 0, 0, 0, 70, 39, 6, 38, 35, 41, 36, 16, 45, 18, WATCH
519.034482758621, 141392.074446987, 376.021374986831, 1.91666666666667, 0.0353035940511434, 0, 0, 0, 65, 45, 4, 35, 33, 45, 45, 10, 43, 16, WATCH
674.505617977528, 779099.016588297, 882.665857835397, 1.46666666666667, 0.0153031907701541, 0, 0, 0, 38, 44, 5, 22, 25, 39, 40, 6, 33, 8, WATCH
740.814814814815, 862397.994303797, 928.653861405743, 1.33333333333333, 0.0636674700666849, 0, 0, 0, 32, 42, 5, 15, 32, 31, 29, 11, 28, 11, WATCH
580.264705882353, 148689.827679783, 385.603199778973, 1.71794871794872, 0.0883284016517137, 0, 0, 0, 24, 35, 7, 9, 30, 26, 20, 9, 25, 12, WATCH
