Fixation Duration (mean), Fixation Duration (variance), Fixation Duration (standard deviation), Fixation Rate (per second), Fixation Slope, Number of VSEditor Fixations, Number of VSExplorer Fixations, Number of VSOutput Fixations, Number of Short Saccades, Number of Medium Saccades, Number of Long Saccades, Follow Direction Count, Neighbouring Direction Count, Opposite Direction Count, Sector4 Right Count, Sector4 Up Count, Sector4 Left Count, Sector4 Down Count
440.328358208955, 114929.261538462, 339.012184940986, 2.27586206896552, -0.0531078277386259, 0, 0, 0, 37, 22, 6, 20, 28, 16, 22, 8, 25, 10, GAME
439.739130434783, 40958.97190518, 202.383230296337, 2.26666666666667, 0.114941627157098, 0, 0, 0, 58, 6, 3, 31, 3, 32, 48, 1, 17, 1, READ
502, 68256.0128579778, 261.258517292696, 1.96666666666667, 0.123308891265985, 0, 0, 0, 49, 7, 2, 27, 2, 28, 42, 0, 15, 1, READ
456.257575757576, 46640.0158653846, 215.962996518812, 2.16666666666667, 0.0454523993737423, 0, 0, 0, 56, 6, 2, 37, 2, 24, 50, 0, 13, 1, READ
433.628571428571, 36911.8158567775, 192.124480108021, 2.3, -0.0171516500548847, 0, 0, 0, 60, 3, 5, 43, 1, 23, 52, 2, 14, 0, READ
461.723076923077, 42105.996031746, 205.197456201937, 2.13333333333333, -0.06389562034121, 0, 0, 0, 54, 4, 5, 39, 4, 19, 48, 2, 12, 1, READ
430.371428571429, 23505.9769820972, 153.316590694214, 2.3, -0.000954670240974044, 0, 0, 0, 59, 5, 4, 43, 2, 22, 55, 0, 12, 1, READ
445.941176470588, 35120.6684758028, 187.405091915355, 2.23333333333333, -0.0381640838440837, 0, 0, 0, 56, 5, 5, 33, 0, 32, 50, 0, 16, 0, READ
486.5, 34433.4202185792, 185.562442909602, 2.03333333333333, 0.00593207099160407, 0, 0, 0, 53, 2, 5, 35, 0, 24, 48, 0, 12, 0, READ
478.793650793651, 39462.2866208355, 198.651168183919, 2.06666666666667, -0.0538737830432771, 0, 0, 0, 55, 3, 3, 42, 0, 18, 51, 0, 10, 0, READ
490.870967741935, 51566.9765027322, 227.083633277989, 2.03333333333333, -0.0130790058019443, 0, 0, 0, 54, 3, 3, 37, 0, 22, 45, 0, 15, 0, READ
442.705882352941, 33560.7336047037, 183.195888612992, 2.23333333333333, -0.0740722538273454, 0, 0, 0, 59, 4, 3, 42, 0, 23, 50, 0, 16, 0, READ
413.094594594595, 33012.7439117199, 181.694094322628, 2.43333333333333, -0.0505576941227872, 0, 0, 0, 63, 6, 3, 43, 4, 24, 56, 1, 13, 2, READ
442.403225806452, 64049.8628415301, 253.080743719332, 2.25925925925926, -0.225165315105018, 0, 0, 0, 50, 6, 4, 33, 4, 22, 46, 1, 11, 2, READ
486.078125, 173110.747055812, 416.065796546426, 2.03225806451613, 0.231432001314459, 0, 0, 0, 40, 13, 9, 18, 21, 22, 31, 7, 16, 8, SEARCH
460.681818181818, 63309.4927884615, 251.613777024354, 2.16666666666667, 0.327640218278909, 0, 0, 0, 46, 12, 6, 25, 13, 25, 39, 3, 17, 5, SEARCH
448.10447761194, 46680.2193473193, 216.056056030187, 2.2, 0.144250593953485, 0, 0, 0, 47, 15, 3, 26, 7, 31, 41, 3, 17, 4, SEARCH
396.578947368421, 25515.6306306306, 159.736128132087, 2.5, 0.438983993547079, 0, 0, 0, 51, 18, 5, 20, 19, 34, 40, 6, 20, 8, SEARCH
423.13698630137, 55609.5350156495, 235.816740321058, 2.4, 0.301334147215504, 0, 0, 0, 47, 17, 7, 15, 22, 33, 36, 6, 21, 8, SEARCH
457.969696969697, 71838.8591346154, 268.027720832408, 2.16666666666667, 0.406847934228706, 0, 0, 0, 40, 14, 10, 11, 26, 26, 28, 8, 20, 8, SEARCH
462.621212121212, 95345.3211538461, 308.780376892454, 2.16666666666667, 0.892170771440528, 0, 0, 0, 40, 17, 7, 12, 22, 29, 29, 8, 20, 7, SEARCH
488.903225806452, 103141.776502732, 321.156934383694, 2.03333333333333, 0.107305253292588, 0, 0, 0, 38, 18, 4, 17, 13, 29, 29, 7, 20, 4, SEARCH
469.123076923077, 74673.4263392857, 273.264389080037, 2.13333333333333, 0.356436283211668, 0, 0, 0, 42, 15, 6, 20, 16, 26, 32, 7, 18, 6, SEARCH
442.044117647059, 65900.7788331072, 256.711470006907, 2.23333333333333, 0.593621097614715, 0, 0, 0, 45, 14, 7, 18, 11, 36, 32, 6, 18, 10, SEARCH
444.275362318841, 62336.3957418788, 249.67257707221, 2.26666666666667, 0.591785606918533, 0, 0, 0, 43, 13, 11, 15, 16, 35, 29, 8, 21, 9, SEARCH
500.983333333333, 157208.598480421, 396.495395282746, 1.96666666666667, 0.678410653723364, 0, 0, 0, 34, 15, 9, 17, 12, 28, 31, 6, 15, 6, SEARCH
462.015384615385, 119297.579117064, 345.394816285745, 2.13333333333333, 0.229287449165858, 0, 0, 0, 44, 14, 5, 20, 12, 30, 32, 5, 19, 7, SEARCH
406.418918918919, 26432.0136986301, 162.579253592302, 2.43333333333333, 0.357420168789928, 0, 0, 0, 49, 15, 8, 14, 30, 27, 30, 9, 23, 10, SEARCH
482.432835820896, 237250.378787879, 487.083543951013, 2.0625, 0.477280227534935, 0, 0, 0, 35, 18, 12, 14, 25, 25, 29, 8, 21, 7, SEARCH
469.969230769231, 240563.456349206, 490.472686649528, 2.13333333333333, 0.621611758901258, 0, 0, 0, 37, 18, 8, 18, 12, 32, 33, 3, 23, 4, SEARCH
405.891891891892, 45525.4178082192, 213.3668620199, 2.43333333333333, 0.739603384424415, 0, 0, 0, 52, 12, 8, 19, 17, 35, 35, 6, 25, 6, SEARCH
403.3, 52103.4492753623, 228.261799860078, 2.46428571428571, 0.498625874832755, 0, 0, 0, 49, 10, 9, 15, 18, 34, 25, 8, 25, 10, SEARCH
817.368421052632, 644367.477477477, 802.725032297783, 1.19354838709677, 0.0758121851626182, 0, 0, 0, 18, 15, 3, 9, 10, 16, 13, 5, 16, 2, WATCH
893.135135135135, 861406.911111111, 928.120095198413, 1.09090909090909, -0.126645499662557, 0, 0, 0, 9, 19, 7, 9, 10, 15, 14, 4, 15, 2, WATCH
913.117647058824, 826010.672348485, 908.851292758329, 1.06451612903226, -0.143377822701553, 0, 0, 0, 9, 18, 5, 8, 9, 14, 13, 3, 12, 4, WATCH
885.2, 651211.094474153, 806.976514202336, 1.13333333333333, 0.115685692801698, 0, 0, 0, 11, 20, 2, 5, 8, 19, 15, 2, 13, 3, WATCH
700.744186046512, 197488.397212544, 444.396666518262, 1.4, 0.0941733242481208, 0, 0, 0, 20, 19, 2, 5, 17, 18, 13, 7, 14, 7, WATCH
520.034482758621, 133822.84962406, 365.818055355473, 1.9, -0.0486000175244839, 0, 0, 0, 34, 22, 0, 6, 34, 15, 15, 10, 16, 15, WATCH
454.712121212121, 93549.1163461539, 305.858000297775, 2.16666666666667, 0.0248972312382638, 0, 0, 0, 35, 27, 2, 5, 33, 25, 20, 8, 23, 13, WATCH
533.666666666667, 155792.742532468, 394.705893713873, 1.86666666666667, 0.0505062108466861, 0, 0, 0, 24, 28, 3, 6, 19, 29, 18, 6, 23, 8, WATCH
646.510638297872, 237164.517874396, 486.995398206591, 1.53333333333333, 0.0121722502681536, 0, 0, 0, 17, 28, 0, 11, 13, 20, 18, 5, 17, 5, WATCH
701.568181818182, 309433.15282392, 556.267159577051, 1.43333333333333, 0.139691861913252, 0, 0, 0, 10, 31, 1, 12, 11, 18, 16, 4, 17, 5, WATCH
683.159090909091, 330904.664451827, 575.243135075793, 1.43333333333333, -0.143617750444526, 0, 0, 0, 16, 25, 1, 5, 19, 17, 14, 6, 11, 11, WATCH
660.326086956522, 328925.5, 573.520269912058, 1.5, -0.0618518863298872, 0, 0, 0, 22, 20, 2, 7, 17, 19, 18, 4, 13, 9, WATCH
563.62962962963, 201270.044267054, 448.631301033548, 1.76666666666667, 0.058072510811399, 0, 0, 0, 21, 27, 4, 11, 15, 25, 22, 3, 21, 6, WATCH
528.684210526316, 314269.675, 560.597605239266, 1.86666666666667, -0.0362828681906031, 0, 0, 0, 26, 25, 4, 11, 21, 22, 19, 10, 16, 10, WATCH
577.461538461538, 388758.97254902, 623.505390954256, 1.7, 0.0761910629799529, 0, 0, 0, 24, 20, 6, 15, 16, 18, 14, 9, 19, 8, WATCH
479.746031746032, 128444.319407721, 358.391293710828, 2.06666666666667, 0.183671558448413, 0, 0, 0, 36, 21, 4, 23, 14, 23, 23, 5, 26, 7, WATCH
478.746031746032, 129625.105499736, 360.034867061144, 2.06666666666667, -0.0389832661584637, 0, 0, 0, 42, 19, 0, 22, 16, 22, 18, 7, 26, 10, WATCH
486.048387096774, 126124.916393443, 355.140699432553, 2.03333333333333, 0.0226145930245115, 0, 0, 0, 31, 26, 3, 18, 20, 21, 20, 6, 25, 9, WATCH
578.421052631579, 273943.790909091, 523.396399404019, 1.75, 0.0267317904444161, 0, 0, 0, 23, 28, 4, 11, 17, 26, 26, 4, 19, 6, WATCH
681.022222222222, 393188.069767442, 627.047103308389, 1.46666666666667, 0.0472289699204944, 0, 0, 0, 22, 19, 2, 13, 6, 23, 21, 3, 18, 1, WATCH
817.351351351351, 1476924.91111111, 1215.28799513165, 1.2, 0.105558399052312, 0, 0, 0, 14, 19, 2, 8, 11, 15, 14, 3, 14, 4, WATCH
594.725490196078, 178338.485306122, 422.30141523102, 1.66666666666667, 0.0326352627701576, 0, 0, 0, 16, 30, 3, 6, 26, 16, 15, 9, 16, 9, WATCH
588.666666666667, 154806.659591837, 393.45477451905, 1.66666666666667, 0.0142641923931017, 0, 0, 0, 20, 26, 3, 6, 20, 22, 17, 7, 17, 8, WATCH
505.029411764706, 66956.1041666667, 258.758776018644, 1.94117647058824, 0.185010963059462, 0, 0, 0, 10, 17, 5, 3, 10, 18, 11, 2, 14, 5, WATCH
