Fixation Duration (mean), Fixation Duration (variance), Fixation Duration (standard deviation), Fixation Rate (per second), Fixation Slope, Number of VSEditor Fixations, Number of VSExplorer Fixations, Number of VSOutput Fixations, NumberOfBriefFixations, NumberOfHoldFixations, DistractionUp, DistractionRight, DistractionDown, DistractionLeft, Area Containing Fixations (75%), Area Containing Fixations (50%), Area Containing Fixations (25%), Saccade Size (mean), Saccade Size (variance), Saccade Size (standard deviation), Follow Direction Count, Neighbouring Direction Count, Opposite Direction Count, Sector8 Right Count, Sector8 Up Count, Sector8 Left Count, Sector8 Down Count, Sector8 UpRight Count, Sector8 UpLeft, Sector8 DownLeft, Sector8 DownRight, Number of Strings, Number of Lines, Number of Comparisons, Number of Scans, Number of Returns, Number of Elsewheres, Activity
397.8, 106160.25, 325.822420959639, 4, 0.356094438605132, 0, 0, 4, 3, 1, 0, 0, 0, 0, 1991.10670838133, 783.563640095759, 0, 50.3485102252487, 307.81491382067, 17.5446548504287, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DEBUG
354.625, 69063.5714285714, 262.799489018855, 3.5, -0.844128439019352, 2, 0, 5, 6, 1, 0, 0, 0, 0, 290008.140431029, 3248.65173184313, 1173.83391204197, 162.106690776958, 91750.9055642651, 302.90411942439, 5, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, DEBUG
364.818181818182, 46276.4555555556, 215.119630800063, 2.5, -0.805034672675913, 5, 0, 5, 9, 1, 0, 0, 0, 0, 341234.551568506, 290144.173210904, 253128.27346148, 135.429265419276, 60721.023962158, 246.416363016254, 8, 0, 0, 1, 2, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, DEBUG
432.384615384615, 72388.9924242424, 269.052025497379, 2.4, -0.805900432719586, 7, 0, 5, 9, 3, 0, 0, 0, 0, 353492.04847441, 7113.32599635422, 556.199568690732, 118.940274654451, 50725.5790804827, 225.223398163874, 10, 0, 0, 2, 2, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, DEBUG
425.5625, 63324.0666666667, 251.642736169091, 2.5, -0.773562100180155, 10, 0, 5, 11, 4, 0, 0, 0, 0, 353492.04847441, 9562.84831992537, 2558.53552938253, 109.875323823015, 39786.5399084916, 199.465635908774, 13, 0, 0, 2, 2, 1, 2, 2, 1, 2, 2, 0, 0, 0, 1, 0, 1, DEBUG
413.105263157895, 55195.9379084967, 234.938157625569, 2.57142857142857, -0.777598452896907, 13, 0, 5, 14, 4, 0, 0, 0, 0, 329653.061904565, 10480.7326878347, 2924.80962513387, 98.433993877383, 33252.9166086252, 182.353822577497, 16, 0, 0, 4, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 1, 0, 1, DEBUG
401.681818181818, 52481.5619047619, 229.088545992072, 2.625, -0.749132310667588, 16, 0, 5, 16, 5, 0, 0, 0, 0, 30418.3514326829, 14485.9303478263, 6963.56196653098, 91.3014734809158, 28463.1704014366, 168.710315041602, 17, 0, 2, 6, 2, 2, 2, 2, 2, 2, 2, 4, 0, 0, 1, 0, 1, DEBUG
394.28, 47304.2155797101, 217.495323121464, 2.66666666666667, -0.725054366104291, 19, 0, 5, 19, 5, 0, 0, 0, 0, 35659.7798707783, 14757.0935855284, 6963.56196653098, 89.9696617974049, 24809.3996885872, 157.50999869401, 18, 0, 4, 8, 2, 3, 2, 2, 2, 2, 2, 5, 0, 2, 1, 0, 1, DEBUG
406.46875, 42242.7182795699, 205.5303342078, 2.38461538461538, -0.716525627525796, 26, 0, 5, 24, 7, 0, 0, 0, 0, 30578.2732641697, 15699.8293645307, 7069.13393745944, 84.9215679793223, 19279.1359070922, 138.849328075768, 21, 0, 8, 11, 2, 7, 2, 2, 2, 2, 2, 8, 0, 2, 3, 0, 1, DEBUG
401.4, 40079.0169340464, 200.19744487392, 2.42857142857143, -0.700461666251394, 29, 0, 5, 27, 7, 0, 0, 0, 0, 30578.2732641697, 16116.7151798401, 7069.13393745944, 82.283220011431, 17592.7475233265, 132.637654997842, 23, 1, 8, 12, 2, 8, 2, 3, 2, 2, 2, 11, 0, 2, 3, 0, 1, DEBUG
395.473684210526, 38015.3618618619, 194.975285259086, 2.46666666666667, -0.688886472864377, 32, 0, 5, 30, 7, 0, 0, 0, 0, 30578.2732641697, 20357.4675954822, 7785.52738898247, 80.8032646671829, 16173.155076568, 127.173720070493, 24, 2, 9, 13, 2, 9, 2, 3, 2, 3, 2, 13, 0, 3, 3, 0, 1, DEBUG
400.921052631579, 43488.966966967, 208.540084796585, 2.46666666666667, -0.684722680503828, 34, 0, 3, 29, 8, 0, 0, 0, 0, 33131.1949429475, 16387.6056442074, 4072.02226077206, 82.4483165802683, 16316.4643079678, 127.7359162803, 24, 2, 9, 13, 3, 8, 2, 3, 2, 3, 2, 13, 0, 3, 3, 0, 1, DEBUG
390.282051282051, 33344.2539118065, 182.604090621778, 2.53333333333333, -0.568416820721197, 38, 0, 0, 31, 7, 0, 0, 0, 0, 33385.5046546459, 11181.2185738608, 3338.58943162858, 72.7952444899975, 2532.22999804725, 50.321267850157, 22, 4, 10, 12, 4, 8, 3, 2, 2, 5, 1, 13, 0, 3, 3, 0, 0, DEBUG
390.184210526316, 34223.2027027027, 184.995142375963, 2.64285714285714, -0.65663895135097, 37, 0, 0, 30, 7, 0, 0, 0, 0, 41771.5052798893, 20482.0502821505, 5255.49333970249, 72.9203942197226, 2565.03444064721, 50.6461690619065, 20, 5, 10, 12, 4, 8, 3, 3, 2, 3, 1, 13, 0, 3, 2, 0, 0, DEBUG
364.769230769231, 24031.9687055477, 155.022478065433, 2.71428571428571, -0.842705529042602, 38, 0, 0, 32, 6, 0, 0, 0, 0, 62419.5000261515, 21731.5922196507, 5264.03442677297, 81.1460254096537, 5037.05250139705, 70.9721952696762, 21, 5, 10, 12, 5, 8, 2, 3, 2, 4, 1, 13, 0, 3, 2, 0, 0, DEBUG
348.928571428571, 22881.2024390244, 151.265337863717, 2.92857142857143, -0.819526155803314, 41, 0, 0, 36, 5, 0, 0, 0, 0, 42970.4932725038, 24604.3592517804, 5474.57806355879, 79.4158408665937, 4741.69003380166, 68.8599305387513, 24, 5, 10, 14, 5, 8, 2, 3, 2, 5, 1, 13, 0, 3, 2, 0, 1, DEBUG
358.785714285714, 27297.4548780488, 165.219414349673, 2.73333333333333, -0.693294360223252, 41, 0, 0, 35, 6, 0, 0, 0, 0, 52097.6639752882, 13798.6550784931, 5099.09596996009, 79.753921192571, 4905.18097272488, 70.0369971709587, 24, 5, 10, 14, 5, 8, 2, 3, 2, 5, 1, 11, 0, 5, 2, 0, 1, DEBUG
365.926829268293, 28298.2762820513, 168.220915114772, 2.66666666666667, -0.626519497117807, 40, 0, 0, 33, 7, 0, 0, 0, 0, 52097.6639752882, 13835.4008769579, 5255.92132328451, 80.1456076258358, 5007.22754630055, 70.7617661332767, 24, 5, 9, 11, 5, 9, 2, 3, 2, 5, 2, 9, 0, 6, 2, 0, 1, DEBUG
375.425, 27967.8394062078, 167.235879542064, 2.6, -0.645331978919511, 39, 0, 0, 32, 7, 0, 0, 0, 0, 54412.8354726546, 33309.8888226468, 5289.23583349958, 81.2118287891511, 5058.35453926726, 71.12211005916, 25, 5, 7, 12, 5, 7, 2, 3, 2, 5, 2, 8, 0, 6, 1, 0, 1, DEBUG
411.378378378378, 58903.1325396825, 242.699675606875, 2.4, -0.724236473590805, 36, 0, 0, 27, 9, 0, 0, 0, 0, 62728.8831478134, 31171.6568847392, 5289.23583349958, 84.9636743482444, 6601.93096162685, 81.252267424527, 22, 5, 7, 9, 6, 5, 3, 3, 2, 5, 2, 5, 0, 6, 1, 0, 1, DEBUG
391.763157894737, 55696.2342342342, 236.000496258449, 2.64285714285714, -2.4818785007538, 35, 0, 0, 29, 8, 0, 0, 2, 0, 96565.8074581251, 54257.6768010091, 23261.0184643641, 178.352876849586, 162698.494738713, 403.359014698709, 24, 5, 6, 8, 6, 5, 4, 4, 2, 5, 2, 3, 0, 6, 1, 0, 2, DEBUG
494.594594594595, 502960, 709.196728700859, 2, -2.47473882410249, 34, 0, 0, 28, 8, 0, 0, 2, 0, 96565.8074581251, 54257.6768010091, 20955.8641344607, 182.06721862003, 166901.195265497, 408.535427185326, 23, 5, 6, 6, 7, 5, 4, 4, 2, 5, 2, 1, 0, 6, 1, 1, 2, DEBUG
507.588235294118, 546178.71780303, 739.039050255824, 1.94117647058824, -2.55657504227158, 31, 0, 0, 25, 8, 0, 0, 2, 0, 97990.6633511186, 49282.7772484571, 20955.8641344607, 193.233633653808, 181296.414157174, 425.789166321989, 21, 5, 5, 5, 7, 4, 4, 3, 2, 5, 2, 0, 0, 5, 1, 1, 2, DEBUG
525.129032258065, 597413.136781609, 772.925052499665, 1.875, -2.64035574547606, 28, 0, 0, 22, 8, 0, 0, 2, 0, 60319.4619604666, 43136.119328633, 14168.0920151379, 202.801314893953, 199274.333583039, 446.401538508817, 19, 4, 5, 5, 6, 3, 4, 3, 2, 4, 2, 0, 0, 5, 1, 1, 2, DEBUG
518.758620689655, 638199.767195767, 798.874062162346, 1.86666666666667, -2.70313884124305, 21, 0, 0, 21, 7, 0, 0, 7, 0, 61913.6805170123, 51517.3174204677, 15488.6899318099, 349.211593085734, 370527.937768194, 608.71006051173, 18, 1, 7, 6, 5, 5, 4, 2, 2, 2, 1, 0, 0, 5, 1, 2, 4, DEBUG
527.034482758621, 634121.164021164, 796.317250862471, 1.86666666666667, -2.68548578265485, 19, 0, 0, 21, 7, 0, 0, 9, 0, 247863.017106712, 37037.4622574449, 2192.40594181232, 474.421825114517, 506371.751831785, 711.59802686052, 18, 1, 7, 7, 4, 6, 5, 2, 2, 0, 1, 0, 0, 5, 1, 4, 7, DEBUG
563.333333333333, 670408.24, 818.784611482165, 1.73333333333333, -2.64170051312466, 15, 0, 0, 18, 8, 0, 0, 9, 0, 870817.582198194, 38275.6998509765, 2192.40594181232, 522.449920054588, 520677.904969982, 721.580144523103, 16, 1, 7, 5, 5, 7, 5, 2, 0, 0, 1, 0, 0, 0, 1, 4, 8, DEBUG
601.846153846154, 720389.576666667, 848.757666632041, 1.66666666666667, -2.17802317088908, 13, 0, 1, 17, 8, 0, 0, 9, 0, 1623302.32876467, 403108.910637572, 211636.699699096, 577.993599872894, 522585.851395363, 722.900996952808, 14, 2, 7, 5, 5, 7, 5, 1, 0, 1, 0, 0, 0, 0, 1, 4, 9, DEBUG
580.153846153846, 732274.656666667, 855.730481323802, 1.66666666666667, -1.3319311862875, 10, 0, 4, 18, 7, 0, 0, 9, 0, 1712489.73777316, 302370.658422909, 232768.315272368, 604.87507760996, 510434.198636327, 714.446778029216, 15, 2, 6, 3, 5, 5, 6, 3, 0, 2, 0, 0, 0, 0, 0, 4, 10, DEBUG
578.08, 737579.971014493, 858.824761528505, 1.71428571428571, -1.26968510053811, 9, 0, 4, 17, 7, 0, 0, 9, 0, 1525486.9790515, 263740.578604067, 220561.186767463, 550.289898319292, 473579.943630598, 688.171449299226, 16, 2, 4, 3, 4, 6, 4, 3, 0, 2, 1, 0, 0, 0, 0, 3, 10, DEBUG
571.653846153846, 708309.26, 841.611109717546, 1.78571428571429, -1.31000827812703, 10, 0, 4, 18, 7, 0, 0, 9, 0, 1712489.73777316, 302370.658422909, 232768.315272368, 533.190184624721, 461480.288516324, 679.323404952548, 17, 2, 4, 3, 5, 6, 4, 3, 0, 2, 1, 0, 0, 0, 0, 3, 10, DEBUG
602.36, 731797.911231884, 855.451875462252, 1.6, -1.11678249803626, 11, 0, 4, 16, 8, 0, 0, 7, 0, 1685148.88037907, 302370.658422909, 219467.997660317, 482.350556560425, 408331.973818999, 639.008586655139, 18, 1, 3, 4, 5, 5, 4, 2, 0, 2, 1, 0, 0, 0, 0, 3, 9, DEBUG
429.481481481481, 80394.8, 283.539767933883, 2.36363636363636, -1.20014826772738, 13, 0, 4, 19, 7, 0, 0, 7, 0, 1685148.88037907, 337269.250559333, 215175.004178764, 388.19966896111, 330813.466711526, 575.163860748853, 19, 1, 4, 4, 5, 6, 3, 3, 0, 2, 2, 0, 0, 0, 1, 3, 8, DEBUG
435.823529411765, 71541.3428030303, 267.472134629068, 2.35714285714286, -1.41666047247287, 20, 0, 4, 23, 10, 0, 0, 7, 0, 539714.37688213, 365403.687723577, 18925.8865337372, 322.570939600226, 274930.706270667, 524.338350943994, 21, 4, 6, 6, 6, 7, 3, 4, 0, 4, 2, 1, 0, 0, 1, 3, 8, DEBUG
431.114285714286, 70272.4108734403, 265.089439384975, 2.26666666666667, -1.73685168358092, 23, 0, 4, 24, 10, 0, 0, 5, 0, 410674.07193929, 34116.6232720558, 18925.8865337372, 305.806977324524, 269834.447926344, 519.455915286701, 20, 4, 8, 7, 6, 8, 2, 4, 0, 4, 2, 1, 0, 3, 1, 2, 8, DEBUG
424.4, 72002.2887700535, 268.332422137269, 2.42857142857143, -1.36448620884938, 26, 0, 4, 24, 10, 0, 0, 2, 0, 42136.3562120162, 34116.6232720558, 28608.4663696289, 236.414939942943, 202348.714850654, 449.831873982551, 19, 4, 9, 7, 6, 7, 3, 4, 0, 4, 2, 2, 0, 4, 1, 1, 6, DEBUG
428.885714285714, 72495.1666666667, 269.249264932454, 2.26666666666667, -1.25203301425931, 27, 0, 4, 23, 11, 0, 0, 1, 0, 42136.3562120162, 31332.745068714, 22798.0182918534, 179.658814352213, 130304.758011478, 360.97750347006, 18, 5, 9, 7, 7, 6, 2, 4, 0, 5, 2, 2, 0, 4, 1, 0, 4, DEBUG
395.027027027027, 40498.9142857143, 201.243420478072, 2.57142857142857, -0.77189485604118, 33, 0, 3, 27, 9, 0, 0, 0, 0, 30956.2551053325, 15927.1758518592, 6071.726214258, 91.7414969043572, 14160.7703582492, 118.999035114782, 21, 5, 8, 8, 5, 7, 3, 5, 1, 4, 2, 2, 0, 4, 1, 0, 1, DEBUG
390.153846153846, 38740.8449502134, 196.826941626936, 2.53333333333333, -0.747243948203817, 36, 0, 2, 29, 9, 0, 0, 0, 0, 31296.727187057, 11657.1675405353, 9090.7605130244, 93.8708358023864, 13426.7336803857, 115.873783404124, 21, 5, 10, 9, 5, 8, 4, 4, 1, 4, 2, 2, 0, 6, 1, 0, 1, DEBUG
401.131578947368, 37826.2492492493, 194.48971502177, 2.46666666666667, -0.283581331741108, 37, 0, 0, 28, 9, 0, 0, 0, 0, 26759.8457476748, 10009.1358886864, 5864.09008982405, 80.5820012932325, 1557.87060539898, 39.4698695893333, 20, 5, 10, 9, 5, 9, 3, 4, 1, 4, 1, 2, 0, 8, 1, 0, 0, DEBUG
