Fixation Duration (mean), Fixation Duration (variance), Fixation Duration (standard deviation), Fixation Rate (per second), Fixation Slope, Activity
463.318181818182, 80248.1884615385, 283.281112080454, 2.16666666666667, 0.148149777756204, DEBUG
453.938461538462, 80276.6656746032, 283.331370791522, 2.20689655172414, 0.0733155732501734, DEBUG
452.787878787879, 79912.5322115384, 282.688047521536, 2.24137931034483, 0.0967218892126964, DEBUG
471.323076923077, 100227.329365079, 316.587001257284, 2.13333333333333, 0.265009577058558, DEBUG
478.873015873016, 102221.94949762, 319.721675051318, 2.06666666666667, 0.182755441300506, DEBUG
475.174603174603, 103023.711263882, 320.973069374802, 2.13793103448276, 1.43332717901068, DEBUG
467.578125, 103345.064516129, 321.473271853398, 2.17241379310345, 1.43948168876588, DEBUG
483.349206349206, 115309.568746695, 339.572626615714, 2.06666666666667, 0.927650171724753, DEBUG
492.967213114754, 117090.864124294, 342.185423599974, 2, 0.740973417243822, DEBUG
493.950819672131, 116440.457344633, 341.233728322147, 2, 0.611474357202667, DEBUG
485.354838709677, 116249.418032787, 340.95368898545, 2.03333333333333, 0.607622456673934, DEBUG
490.819672131148, 117021.593220339, 342.08419025196, 2.06896551724138, 0.60515797258739, DEBUG
498.333333333333, 118524.86440678, 344.274402776012, 2.03448275862069, 0.599726042031059, DEBUG
504.666666666667, 120202.071303331, 346.701703634885, 1.96666666666667, 0.611738340430536, DEBUG
509.932203389831, 120415.817301875, 347.009823062511, 1.93333333333333, 0.619474071140465, DEBUG
525.189655172414, 131200.81641604, 362.216532499609, 1.9, 0.621894431405606, DEBUG
505.771929824561, 95700.9970779221, 309.355777508554, 2, 0.619396979792493, DEBUG
495, 94071.4110169492, 306.710630753075, 2, 0.618511479015835, DEBUG
507.883333333333, 104708.288720047, 323.586601576837, 1.96666666666667, 0.620441318311337, DEBUG
502.35, 103903.222676797, 322.340228139147, 1.96666666666667, 0.625594606702708, DEBUG
506.966101694915, 104614.596793708, 323.441798154952, 2, 0.626227742520065, DEBUG
492.416666666667, 104771.77030976, 323.684677286028, 2.03448275862069, 0.465514834544775, DEBUG
515.916666666667, 140013.848626534, 374.184244225401, 1.96666666666667, 0.469676948036688, DEBUG
517.793103448276, 143766.859649123, 379.166005397534, 1.9, 0.470754820107695, DEBUG
516.896551724138, 141693.427318296, 376.421874123032, 1.96551724137931, 0.471345235982635, DEBUG
503.05, 134179.07597896, 366.304621836744, 1.96666666666667, 0.472620747440034, DEBUG
495.491525423729, 132693.367211131, 364.271007920108, 2, 0.476702578849571, DEBUG
495.3, 130208.215663355, 360.843755195174, 2.03448275862069, 0.472862449021294, DEBUG
492.216666666667, 128496.18176505, 358.463640785296, 2.03448275862069, 0.473792927907527, DEBUG
492.737704918033, 127036.251694915, 356.421452349484, 2, 0.474427944727606, DEBUG
482.704918032787, 117694.088983051, 343.065721084242, 2.06896551724138, 0.471878082120409, DEBUG
477.777777777778, 114766.450555262, 338.771974276595, 2.06666666666667, 0.4652563011817, DEBUG
501, 150208.870491803, 387.567891461358, 1.96774193548387, 0.465692965733713, DEBUG
488.233333333333, 134715.978375219, 367.036753439242, 2.03448275862069, 0.468327411871478, DEBUG
485.213114754098, 132684.654237288, 364.259048257264, 2.06896551724138, 0.468269856857333, DEBUG
484.532258064516, 130850.186885246, 361.732203273701, 2.03333333333333, -0.553538161180642, DEBUG
498.916666666667, 133099.582700175, 364.828155026686, 2.03448275862069, -0.55253274276834, DEBUG
491.6, 121367.098772648, 348.377810390742, 2.03448275862069, -0.541614528579162, DEBUG
493.516666666667, 121635.140853302, 348.762298497561, 2.03448275862069, -0.526338004693691, DEBUG
486.370967741935, 118926.896174863, 344.857791234102, 2.03333333333333, -0.230699106295417, DEBUG
482.193548387097, 120237.623497268, 346.752971865084, 2.10344827586207, -0.627651177065303, DEBUG
478.301587301587, 118637.75383395, 344.4383164428, 2.06666666666667, -0.995663510228977, DEBUG
512.016393442623, 176356.861864407, 419.948641936614, 1.93548387096774, -1.00550716518776, DEBUG
514.98275862069, 182011.196115288, 426.627702001743, 1.96551724137931, -1.00358156481966, DEBUG
511.603448275862, 181208.283834586, 425.685663177169, 1.96551724137931, -1.00188852822286, DEBUG
494.266666666667, 166879.302162478, 408.508631686624, 2.03448275862069, -0.912439076666764, DEBUG
484.935483870968, 163077.036612022, 403.827978986129, 2.03333333333333, -0.906275036354619, DEBUG
503.483333333333, 167336.741087084, 409.068137462555, 1.96666666666667, -0.907495311792718, DEBUG
490.85, 158073.281122151, 397.584306936467, 2.03448275862069, -0.910423731014933, DEBUG
476.571428571429, 154372.32575357, 392.902437958292, 2.06666666666667, -1.19378920317348, DEBUG
474.84126984127, 154783.696721311, 393.425592356816, 2.13793103448276, -1.20635265468541, DEBUG
476.444444444444, 154322.114225278, 392.838534547309, 2.06666666666667, -1.54530128364509, DEBUG
450.859375, 118001.306195597, 343.513181982288, 2.25, -1.56861616213197, DEBUG
453.55223880597, 113209.755710956, 336.466574433413, 2.2, -1.49350528130984, DEBUG
479.575757575758, 158789.357211538, 398.483823023643, 2.09677419354839, -1.4104271922343, DEBUG
483.571428571429, 165863.548651507, 407.263487992119, 2.06666666666667, -1.41991671554379, DEBUG
485.435483870968, 168007.109289617, 409.886702991958, 2.03333333333333, -1.3961120672242, DEBUG
473.793650793651, 166801.790851401, 408.413749586619, 2.13793103448276, -1.36844231020861, DEBUG
498.746031746032, 216790.725806452, 465.607909948329, 2, -1.13878760117744, DEBUG
503.833333333333, 226119.237872589, 475.519965798061, 1.96666666666667, -1.13241027427453, DEBUG
497.3, 226579.304500292, 476.003471101096, 2.03448275862069, -0.838126563261472, DEBUG
504, 225873.011104617, 475.26099261839, 1.96666666666667, -0.601747801747119, DEBUG
476.344262295082, 187229.020056497, 432.699688070719, 2.06896551724138, -0.51260392024075, DEBUG
477.904761904762, 182064.142781597, 426.689750031094, 2.06666666666667, -0.454324630337631, DEBUG
480.222222222222, 181912.687466949, 426.512236010819, 2.06666666666667, -0.425968658566338, DEBUG
484.08064516129, 183656.249726776, 428.551338496073, 2.03333333333333, -0.422316496197593, DEBUG
508.91935483871, 221843.563387978, 471.002721210799, 1.96774193548387, -0.391010369009792, DEBUG
505.95, 228704.770894214, 478.230876140608, 1.96666666666667, -0.364281729470689, DEBUG
501.233333333333, 228974.373465809, 478.512668030648, 1.96666666666667, -0.143281564060321, DEBUG
510.728813559322, 230625.130369026, 480.234453542253, 1.93333333333333, -0.198231953225649, DEBUG
562.931034482759, 321987.729949875, 567.439626700387, 1.78125, -0.155069488279916, DEBUG
573.745454545455, 337574.199860238, 581.011359493287, 1.74193548387097, -0.0652618422201435, DEBUG
541.481481481482, 285313.753265602, 534.147688627033, 1.82758620689655, -0.0591301038968242, DEBUG
542.181818181818, 279945.308176101, 529.098580773092, 1.86206896551724, -0.085236131840199, DEBUG
562.553571428571, 305359.136700337, 552.593102291674, 1.7741935483871, -0.101752502535016, DEBUG
571.245283018868, 320940.690799397, 566.516275846861, 1.73333333333333, -0.135282587788752, DEBUG
597.196078431373, 335402.816734694, 579.13972125446, 1.66666666666667, -0.10610512511988, DEBUG
608.68, 355886.051870748, 596.561859215579, 1.63333333333333, -0.081248657306526, DEBUG
611.285714285714, 363031.765514184, 602.521174328492, 1.6551724137931, -0.0678583618340563, DEBUG
664.760869565217, 393807.254545455, 627.540639756068, 1.5, -0.00267275883422984, DEBUG
691.272727272727, 401832.61351052, 633.902684574313, 1.43333333333333, 0.0292738765295775, DEBUG
700.651162790698, 407293.983739837, 638.195881951488, 1.4, -0.04983882735195, DEBUG
716.309523809524, 409878.175609756, 640.217287809191, 1.36666666666667, -0.0188059804988258, DEBUG
717.682926829268, 420773.727564103, 648.670738945501, 1.37931034482759, -0.0907541460032932, DEBUG
694.365853658537, 374330.512179487, 611.825556984576, 1.42857142857143, -0.0917848128517012, DEBUG
679.813953488372, 361137.219512195, 600.946935687499, 1.44827586206897, -0.112326850660956, DEBUG
707.5, 378140.80730897, 614.931546848078, 1.38709677419355, -0.117216995746705, DEBUG
736.414634146341, 392285.891666667, 626.327303944724, 1.33333333333333, -0.0680898866113782, DEBUG
674.139534883721, 327261.328687573, 572.067591013136, 1.5, -0.103793328729798, DEBUG
686.511111111111, 325086.893763213, 570.163918328066, 1.46666666666667, -0.129903157254623, DEBUG
702.511627906977, 333891.112659698, 577.833118347934, 1.4, -0.110414529440199, DEBUG
729.357142857143, 346082.828048781, 588.288048534713, 1.36666666666667, 0.106799874895409, DEBUG
746.85, 356773.210526316, 597.304956053703, 1.3448275862069, 0.138912112390668, DEBUG
726.219512195122, 359029.778846154, 599.190936885859, 1.37931034482759, 0.160550873859824, DEBUG
714.52380952381, 355548.147560976, 596.278582175291, 1.36666666666667, 0.187489880763019, DEBUG
717.761904761905, 353254.001219512, 594.351748730928, 1.36666666666667, 0.188951732517516, DEBUG
658.581395348837, 315031.954123113, 561.277074289617, 1.5, 0.251699449049614, DEBUG
641.478260869565, 299242.245454546, 547.030388054033, 1.55172413793103, 0.238369178235196, DEBUG
673.5, 359654.361702128, 599.711898916578, 1.46875, -0.119858547063015, DEBUG
688.222222222222, 380099.88794926, 616.522414798732, 1.46666666666667, -0.080090645119811, DEBUG
644.279069767442, 286486.973286876, 535.244778850645, 1.55555555555556, -0.0763799959778332, DEBUG
641.511111111111, 277477.154334038, 526.761003049806, 1.57142857142857, -0.0773586055268531, DEBUG
638.130434782609, 271813.764646465, 521.357616848996, 1.55172413793103, -0.0800629077765526, DEBUG
622.958333333333, 265316.040703053, 515.088381448323, 1.62068965517241, -0.0685030639377135, DEBUG
594.875, 233678.29787234, 483.402831882831, 1.67857142857143, -0.0845385649291253, DEBUG
580.176470588235, 224540.052653061, 473.856573926184, 1.72413793103448, -0.713220504450329, DEBUG
559.924528301887, 211441.864253394, 459.828081192736, 1.79310344827586, -0.788005851799852, DEBUG
599.660377358491, 372328.511312217, 610.18727560661, 1.67741935483871, -0.848390959922438, DEBUG
599.660377358491, 372328.511312217, 610.18727560661, 1.67741935483871, -0.848390959922438, DEBUG
580.096153846154, 359145.374117647, 599.287388585516, 1.7, -0.948588458113485, DEBUG
572.365384615385, 359282.527058824, 599.401807687317, 1.75862068965517, -1.05438313254541, DEBUG
584.188679245283, 365090.484162896, 604.227179265296, 1.73333333333333, -1.04880492586271, DEBUG
588.666666666667, 377987.190204082, 614.806628302007, 1.66666666666667, -1.046593052071, DEBUG
599.365384615385, 380640.345882353, 616.960570767981, 1.64516129032258, -1.07041558007544, DEBUG
587.725490196078, 381360.377142857, 617.543826090794, 1.72413793103448, -1.07254688750758, DEBUG
597.862745098039, 379440.477142857, 615.987400149433, 1.66666666666667, -0.963748743157905, DEBUG
594.82, 380389.164965986, 616.756973990555, 1.68965517241379, -0.838044166910207, DEBUG
594.82, 380389.164965986, 616.756973990555, 1.68965517241379, -0.838044166910207, DEBUG
620.5, 396129.083256244, 629.387863925135, 1.62068965517241, -0.758117296355415, DEBUG
597.833333333333, 384047.382978723, 619.715566190429, 1.67857142857143, -0.687076109028855, DEBUG
596.56, 368317.407312925, 606.891594366675, 1.68965517241379, -0.695192494022703, DEBUG
579.96, 357068.24914966, 597.551879881287, 1.75, -1.10949306404014, DEBUG
609.078431372549, 393187.747346939, 627.046846214012, 1.61290322580645, -1.11013165082061, DEBUG
627.3125, 411739.664199815, 641.669435301242, 1.56666666666667, -1.12942316652521, DEBUG
647.617021276596, 417192.749758454, 645.904598031671, 1.53333333333333, -1.1329309399009, DEBUG
649.95652173913, 426577.609090909, 653.129090678795, 1.55172413793103, -1.13833117549096, DEBUG
654.934782608696, 423234.301010101, 650.56460171923, 1.5, -1.26282891471315, DEBUG
758.886363636364, 766348.302325581, 875.413218043674, 1.3030303030303, -1.23948910178645, DEBUG
737.268292682927, 740788.01025641, 860.690426492831, 1.33333333333333, -1.21014250147581, DEBUG
737.268292682927, 740788.01025641, 860.690426492831, 1.33333333333333, -1.21014250147581, DEBUG
737.268292682927, 740788.01025641, 860.690426492831, 1.33333333333333, -1.21014250147581, DEBUG
737.35, 756905.458839406, 870.00313725837, 1.3448275862069, -1.15076202408511, DEBUG
741.170731707317, 736068.01025641, 857.9440600974, 1.33333333333333, -1.14903344582625, DEBUG
784.025, 762740.167341431, 873.349968421268, 1.25806451612903, -1.04310571053673, DEBUG
802.289473684211, 797053.860360361, 892.778729787152, 1.23333333333333, -0.996125682275195, DEBUG
818.216216216216, 807933.768253968, 898.85136048958, 1.2, -0.539924642924398, DEBUG
835.388888888889, 821450.72605042, 906.339189294174, 1.16666666666667, -0.440971862106989, DEBUG
718.868421052632, 581553.603603604, 762.596619192351, 1.37037037037037, -0.878715848310686, DEBUG
708.875, 553404.155195682, 743.911389343974, 1.39285714285714, -0.906804210533059, DEBUG
752.90243902439, 619043.948076923, 786.793459604821, 1.33333333333333, -0.92234003010291, DEBUG
762.275, 631150.519568151, 794.44982193223, 1.3, -1.02652487476536, DEBUG
765.157894736842, 645152.13963964, 803.213632628107, 1.27586206896552, -0.452336523720642, DEBUG
752.4, 617780.165991903, 785.989927411225, 1.3, -0.151913235308367, DEBUG
740.74358974359, 625260.996443812, 790.734466457491, 1.35714285714286, -0.109916290806233, DEBUG
742.121951219512, 598784.686538461, 773.811790126295, 1.33333333333333, -0.125912564235227, DEBUG
774.325, 642409.835357625, 801.504731962092, 1.3, -0.0986588818645701, DEBUG
752.769230769231, 641083.709815078, 800.67703215159, 1.31034482758621, -0.114184780212309, DEBUG
793.375, 690217.365721997, 830.793214778502, 1.25806451612903, -0.102999135578527, DEBUG
785.820512820513, 706785.121621622, 840.705133576346, 1.26666666666667, -0.121522884640833, DEBUG
794.578947368421, 722937.385885886, 850.257246888191, 1.23333333333333, -0.107714783630296, DEBUG
837.27027027027, 772352.027777778, 878.835609074745, 1.2, -0.0322619362781313, DEBUG
857.942857142857, 809548.695187166, 899.749240170374, 1.13333333333333, 0.000361796246293269, DEBUG
784.432432432432, 741617.206349206, 861.171995799449, 1.24137931034483, -0.0888932405211783, DEBUG
768.435897435897, 709133.312233286, 842.100535704191, 1.31034482758621, -0.12917186784682, DEBUG
741.8, 700716.940620783, 837.088370855063, 1.3448275862069, -0.100053613461778, DEBUG
736.463414634146, 683951.80448718, 827.013787362206, 1.33333333333333, -0.0671237676928935, DEBUG
746.225, 697125.28879892, 834.940290559104, 1.3448275862069, 0.0341687010806703, DEBUG
656.170731707317, 324935.686538461, 570.031303121558, 1.53846153846154, 0.0246781116183974, DEBUG
647.418604651163, 311089.215447154, 557.753722934374, 1.55555555555556, 0.00166340237013187, DEBUG
649.25, 303781.089700997, 551.16339655405, 1.53571428571429, -0.0124366815980276, DEBUG
644.95652173913, 291445.937373737, 539.857330573307, 1.55172413793103, -0.0449145162630209, DEBUG
646.085106382979, 284722.293719807, 533.593753449014, 1.53333333333333, -0.0873697705279507, DEBUG
634.893617021277, 286947.060869565, 535.67439818379, 1.58620689655172, -0.0933432462405826, DEBUG
619, 264920.164734299, 514.703958343337, 1.58620689655172, -0.133462440130914, DEBUG
637.1875, 274880.498612396, 524.29047160176, 1.56666666666667, -0.132365397511812, DEBUG
647.021739130435, 284642.654545455, 533.519122942613, 1.55172413793103, -0.120130878950958, DEBUG
645.042553191489, 281668.817874396, 530.724804276563, 1.53333333333333, -0.129797640100849, DEBUG
676.622222222222, 283010.046511628, 531.986885657558, 1.46666666666667, 0.0120143343758187, DEBUG
688.318181818182, 288921.891472868, 537.514550010386, 1.43333333333333, 0.0127302430555567, DEBUG
645.818181818182, 209097.949058693, 457.272292030354, 1.53571428571429, 0.0147607464504409, DEBUG
656.444444444444, 209110.65539112, 457.28618543656, 1.51724137931034, 0.00623249137310194, DEBUG
651.021739130435, 205982.301010101, 453.852730530622, 1.55172413793103, -0.228872337795872, DEBUG
717.622222222222, 371993.320824524, 609.9125517847, 1.375, -0.44605830913415, DEBUG
732.139534883721, 384587.324041812, 620.151049375724, 1.35483870967742, -0.45130122462367, DEBUG
730.341463414634, 398704.81025641, 631.430764420305, 1.37931034482759, -0.4248211536366, DEBUG
703.853658536585, 368186.817948718, 606.783996121122, 1.42857142857143, -0.425977484098726, DEBUG
735.880952380952, 401967.245121951, 634.008868330681, 1.36666666666667, -0.423759054287026, DEBUG
695.853658536585, 343029.217948718, 585.686962419959, 1.42857142857143, -0.419026748340879, DEBUG
696.162790697674, 328223.515098722, 572.907946444036, 1.44827586206897, -0.418555711487943, DEBUG
701, 325715.194541231, 570.714634945724, 1.4, -0.416717443619376, DEBUG
703.767441860465, 333014.206736353, 577.073831269754, 1.4, -0.422015144858283, DEBUG
703.767441860465, 333014.206736353, 577.073831269754, 1.4, -0.422015144858283, DEBUG
729.268292682927, 338741.897435897, 582.015375600935, 1.37931034482759, -0.355266801752711, DEBUG
742.268292682927, 338299.071153846, 581.634826290385, 1.33333333333333, -0.321699798964647, DEBUG
843.410256410256, 570167.326458037, 755.094250049646, 1.1875, -0.318631169954163, DEBUG
864.27027027027, 592693.520634921, 769.865910814942, 1.16129032258065, -0.320440808561462, DEBUG
892.628571428571, 611222.046345811, 781.80691116529, 1.09677419354839, -0.329601990745613, DEBUG
901.060606060606, 644764.692540323, 802.972410821395, 1.10344827586207, -0.33260756089778, DEBUG
927.0625, 651327.032258065, 807.048345675812, 1.06896551724138, -0.326438602865103, DEBUG
950, 657502.103225806, 810.865033914897, 1.03333333333333, -0.327575029108037, DEBUG
963.483870967742, 671645.213793103, 819.539635278919, 1.03448275862069, -0.158917793448663, DEBUG
955.645161290323, 679693.155172414, 824.435052125038, 1.03448275862069, -0.102378973901995, DEBUG
959.774193548387, 675322.943678161, 821.780350019493, 1.03448275862069, -0.101231064261321, DEBUG
1010.33333333333, 719506.219211823, 848.23712440085, 0.966666666666667, -0.0652412831870793, DEBUG
985.266666666667, 715005.332512315, 845.579879439143, 1, -0.0711511354297927, DEBUG
979.129032258065, 692026.116091954, 831.881070882103, 1, -0.060671744322266, DEBUG
1074.32258064516, 920673.085057471, 959.517110351593, 0.909090909090909, -0.115422926313131, DEBUG
1101.13793103448, 972948.924603175, 986.381733713259, 0.903225806451613, -0.0738737891825076, DEBUG
1109.17857142857, 1007580.35327635, 1003.78302101418, 0.870967741935484, -0.178364864488769, DEBUG
1126.40740740741, 1037237.32461538, 1018.44848893569, 0.866666666666667, -0.222219231338861, DEBUG
